schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q011,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,PREPOSITION_CHOICE,Complétez selon la construction de la leçon : « Nous avons enfin appris quelque chose ___ utile. »,fr,à,en,d',pour,fr,C,"Devant un adjectif commençant par voyelle, « quelque chose de + adjectif » devient « quelque chose d’utile ».",« à » n’introduit pas l’adjectif après « quelque chose » dans cette construction.,« en » ne remplace pas la préposition requise.,"Devant un adjectif commençant par voyelle, « quelque chose de + adjectif » devient « quelque chose d’utile ».",« pour » n’est pas la préposition donnée par la règle. ,fr,ADV-L19-MC01,ADV-L19-MC01,,ADV-L19-MC01,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|PREPOSITION_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q012,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,FR_TO_FA,کدام ترجمهٔ فارسی جملهٔ « Quelqu'un de prudent a laissé ce message » را درست می‌رساند؟,fa,چیز محتاطی این پیام را گذاشته است.,هیچ‌کس این پیام را نگذاشته است.,همهٔ افراد این پیام را گذاشته‌اند.,یک فرد محتاط این پیام را گذاشته است.,fa,D,« quelqu’un » به یک شخص نامشخص اشاره می‌کند و « de prudent » ویژگی همان شخص را بیان می‌کند.,« quelque chose » برای چیز به کار می‌رود، نه شخص.,« personne » در ساخت منفی معنای « هیچ‌کس » می‌دهد.,« tous » معنای کلیت جمعی دارد. ,« quelqu’un » به یک شخص نامشخص اشاره می‌کند و « de prudent » ویژگی همان شخص را بیان می‌کند.,fa,ADV-L19-MC01,ADV-L19-MC01,ADV-L19-MC01,,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|FR_TO_FA,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q013,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,DIALOGUE_COMPLETE,— Qui t'a prévenu du changement ? — ___ ; je ne connais même pas son nom.,fr,Quelqu'un,Quelque chose,Personne,Les mêmes,fr,A,پاسخ دربارهٔ یک شخص ناشناس است، بنابراین « quelqu’un » مناسب است.,پاسخ دربارهٔ یک شخص ناشناس است، بنابراین « quelqu’un » مناسب است.,« quelque chose » به شیء یا امر نامشخص اشاره می‌کند.,« personne » یعنی هیچ‌کس و با معنای جمله ناسازگار است.,« les mêmes » هویت یک مجموعهٔ قبلاً ذکرشده را بیان می‌کند. ,fa,,ADV-L19-MC01,ADV-L19-MC01,ADV-L19-MC01,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|DIALOGUE_COMPLETE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q001,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,PRONOUN_CHOICE,"Dans le couloir, ___ a laissé son parapluie sans indiquer son nom.",fr,quelque chose,quelqu'un,personne,chacun,fr,B,« quelqu’un » désigne une personne dont l’identité n’est pas précisée.,« quelque chose » désigne une chose.,« quelqu’un » désigne une personne dont l’identité n’est pas précisée.,« personne » exprime zéro personne dans une construction négative.,« chacun » répartit une totalité membre par membre.,fr,ADV-L19-MC01,,ADV-L19-MC01,ADV-L19-MC01,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q002,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,PRONOUN_CHOICE,Le technicien a remarqué ___ d'anormal dans le moteur.,fr,quelqu'un,les autres,quelque chose,tous,fr,C,"La chose n’est pas identifiée : « quelque chose », suivi ici de « d’anormal ».",« quelqu’un » vise une personne.,« les autres » reprend le reste d’un groupe déjà opposé.,"La chose n’est pas identifiée : « quelque chose », suivi ici de « d’anormal ».",« tous » exprime une totalité plurielle.,fr,ADV-L19-MC01,ADV-L19-MC01,,ADV-L19-MC01,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q003,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,PRONOUN_CHOICE,"À la réception, ___ demande si le colis peut être livré demain.",fr,rien,les mêmes,quelques-unes,on,fr,D,« on » peut renvoyer à une personne non identifiée dans ce type d’énoncé.,« rien » exprime une absence de chose.,« les mêmes » marque l’identité.,« quelques-unes » reprend un nom féminin pluriel.,« on » peut renvoyer à une personne non identifiée dans ce type d’énoncé.,fr,ADV-L19-MC01,ADV-L19-MC01,ADV-L19-MC01,,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q004,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,PRONOUN_CHOICE,"Je finirai bien par visiter cette exposition ___, sans fixer de date.",fr,un de ces jours,personne,certains,les mêmes,fr,A,« un de ces jours » indique un moment non précisé.,« un de ces jours » indique un moment non précisé.,« personne » concerne les personnes et la négation.,« certains » désigne une partie d’un groupe.,« les mêmes » exprime l’identité.,fr,,ADV-L19-MC01,ADV-L19-MC01,ADV-L19-MC01,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q005,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,CLOZE_SINGLE,Nous avons besoin de ___ de méthodique pour classer ces dossiers.,fr,quelque chose,quelqu'un,rien,tous,fr,B,"Avec une personne non identifiée caractérisée par un adjectif, on emploie « quelqu’un de + adjectif ».",« quelque chose » ne désigne pas une personne.,"Avec une personne non identifiée caractérisée par un adjectif, on emploie « quelqu’un de + adjectif ».",« rien » exprime la quantité nulle.,« tous » exprime la totalité d’un groupe.,fr,ADV-L19-MC01,,ADV-L19-MC01,ADV-L19-MC01,VERY_HARD,1.00,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q006,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,CLOZE_SINGLE,Cette décision cache certainement ___ de plus complexe.,fr,quelqu'un,personne,quelque chose,chacun,fr,C,« quelque chose de + adjectif » caractérise une chose non précisée.,« quelqu’un » désigne une personne.,« personne » demande ici une construction négative.,« quelque chose de + adjectif » caractérise une chose non précisée.,« chacun » suppose une totalité distributive.,fr,ADV-L19-MC01,ADV-L19-MC01,,ADV-L19-MC01,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q007,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,CLOZE_CONTEXT,"Une voix inconnue a appelé trois fois, puis a raccroché. ___ essaie manifestement de nous joindre.",fr,Quelque chose,Personne,Les mêmes,Quelqu'un,fr,D,Le contexte impose un être humain non identifié : « quelqu’un ».,« quelque chose » n’est pas un appelant humain.,« personne » contredirait les appels reçus.,« les mêmes » suppose un ensemble déjà mentionné.,Le contexte impose un être humain non identifié : « quelqu’un ».,fr,ADV-L19-MC01,ADV-L19-MC01,ADV-L19-MC01,,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|CLOZE_CONTEXT,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q008,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,CLOZE_CONTEXT,"La serrure bloque encore. Il y a ___ qui empêche la clé de tourner, mais je ne vois pas quoi.",fr,quelque chose,quelqu'un,chacun,personne,fr,A,Le référent est une chose indéterminée : « quelque chose ».,Le référent est une chose indéterminée : « quelque chose ».,« quelqu’un » renvoie à une personne.,« chacun » distribue une totalité.,« personne » vise les personnes dans la négation.,fr,,ADV-L19-MC01,ADV-L19-MC01,ADV-L19-MC01,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|CLOZE_CONTEXT,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q009,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST01,ADV_L19_INDEF_IMPRECISION,,CORRECT_SENTENCE,Quelle phrase respecte la structure avec « quelque chose » et un adjectif ?,fr,Nous avons entendu quelque chose étrange derrière la cloison.,Nous avons entendu quelque chose d'étrange derrière la cloison.,Nous avons entendu de quelque chose étrange derrière la cloison.,Nous avons entendu quelque chose d'étrangement derrière la cloison.,fr,B,"La structure enseignée est « quelque chose de + adjectif » ; devant voyelle, « de » s’élide en « d’ ».",Il manque « de » devant l’adjectif.,"La structure enseignée est « quelque chose de + adjectif » ; devant voyelle, « de » s’élide en « d’ ».",« de » ne se place pas avant « quelque chose ».,"On attend l’adjectif « étrange », non l’adverbe « étrangement ».",fr,ADV-L19-MC01,,ADV-L19-MC01,ADV-L19-MC01,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-imprecision,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_IMPRECISION|CORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
